nowtime,vendor,product_id,product_name,brand,current_price,old_price,units,price_per_unit,other
2024-01-01T05:04:26Z,SaveOnFoods,10361,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,4.36,4.06,275GM,$2.73/100g,Out of Stock
2024-01-01T05:05:04Z,Voila,13712,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,5.15,6.41,59g,$2.44/100g,Rollback
2024-01-01T05:02:00Z,Voila,18661,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,5.46,5.74,59g,$3.3/100g,$3.99
2024-01-01T05:01:47Z,Voila,10212,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,3.62,3.45,Value Size275g,$3.73/100g,2 for $11
2024-01-01T05:01:53Z,TandT,15661,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,6.46,5.47,275GM,$2.21/100g,Best seller
2024-01-01T05:04:34Z,Voila,11303,Original Recipe Kettle Cooked Chips,Miss Vickies,4.73,5.59,Potato Chips200g,$1.9/100g,SCENE+ Buy 1 Earn 150 Points
2024-01-01T05:01:41Z,TandT,13038,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,5.99,3.12,59g,$3.19/100g,Out of stock
2024-01-01T05:04:13Z,TandT,14137,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,4.53,6.22,Potato Chips200g,$2.31/100g,Rollback
2024-01-01T05:03:55Z,TandT,15443,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,5.66,5.36,59g,$2.31/100g,2 for $9
2024-01-01T05:00:07Z,Loblaws,18831,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,4.81,4.89,59g,$1.6/100g,Low Stock
2024-01-01T05:01:43Z,Galleria,18844,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,4.34,6.25,275g,$3.19/100g,2 for $9
2024-01-01T05:03:35Z,Walmart,16939,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickie's,4.21,3.49,Value Size275g,$3.27/100g,$4.29
2024-01-01T05:02:01Z,SaveOnFoods,18366,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,3.78,3.28,275GM,$3.24/100g,SALE
2024-01-01T05:01:19Z,SaveOnFoods,15607,Original Recipe Kettle Cooked Chips,Miss Vickies,4.36,4.11,EA,$3.69/100g,"sale
$5.00 MIN 2"
2024-01-01T05:06:01Z,SaveOnFoods,17414,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,5.87,5.31,Potato Chips200g,$1.94/100g,$4.29
2024-01-01T05:05:28Z,SaveOnFoods,13950,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,5.08,5.26,Value Size275g,$2.79/100g,"sale
$3.99"
2024-01-01T05:05:31Z,TandT,17200,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,4.58,6.2,275GM,$3.56/100g,"sale
$5.00 MIN 2"
2024-01-01T05:05:38Z,Galleria,15599,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,5.74,4.93,59g,$1.92/100g,Out of stock
2024-01-01T05:00:55Z,SaveOnFoods,15614,Miss Vickies Original Recipe Chips 200g,Miss Vickies,5.15,4.98,275GM,$2.07/100g,$3.99
2024-01-01T05:04:03Z,Galleria,16149,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,5.81,3.99,200g,$1.53/100g,Rollback
2024-01-01T05:02:11Z,Loblaws,15256,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,3.98,6.27,275GM,$2.02/100g,Best seller
2024-01-01T05:00:14Z,Voila,17987,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickie's,4.05,5.84,Potato Chips200g,$3.79/100g,Save now
2024-01-01T05:00:58Z,Metro,12327,Miss Vickies Original Recipe Chips 200g,Miss Vickie's,3.6,3.06,Value Size275g,$3.16/100g,SALE
2024-01-01T05:02:59Z,Loblaws,14114,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickie's,3.92,4.04,EA,$2.71/100g,"sale
$3.99"
2024-01-01T05:00:56Z,Walmart,11777,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickie's,6.02,3.62,200g,$3.27/100g,$3.99
2024-01-01T05:00:25Z,TandT,16936,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickie's,5.91,5.14,275g,$3.11/100g,Save now
2024-01-01T05:05:50Z,TandT,11671,Miss Vickies Original Recipe Chips 200g,Miss Vickies,4.27,5.73,200g,$1.51/100g,"sale
$3.99"
2024-01-01T05:01:47Z,Galleria,14585,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,5.2,3.76,59g,$2/100g,Best seller
2024-01-01T05:00:07Z,TandT,11625,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickies,5.51,5.07,EA,$2.91/100g,sale
2024-01-01T05:04:32Z,SaveOnFoods,16523,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,3.13,4.35,200g,$2.57/100g,SALE
2024-01-01T05:01:12Z,Loblaws,18882,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,4.82,3.2,200GM,$3.64/100g,"sale
$5.00 MIN 2"
2024-01-01T05:04:54Z,Metro,12704,"Miss Vickie's Original Recipe kettle cooked potato chips, 200GM",Miss Vickies,6.45,6.35,EA,$3.77/100g,Rollback
2024-01-01T05:00:02Z,NoFrills,18152,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,4.75,5.89,Value Size275g,$3.39/100g,Out of Stock
2024-01-01T05:05:27Z,SaveOnFoods,14629,Original Recipe Kettle Cooked Chips,Miss Vickies,5.47,5.51,59g,$2.68/100g,2 for $9
2024-01-01T05:00:23Z,Metro,15654,Original Recipe kettle cooked potato chips 200g,Miss Vickies,5.72,4.8,275g,$2.01/100g,2 for $9
2024-01-01T05:00:41Z,Metro,12784,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,5.08,6.13,200g,$2.46/100g,Out of Stock
2024-01-01T05:01:33Z,Walmart,16177,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,3.04,6.5,EA,$3.48/100g,Low Stock
2024-01-01T05:05:42Z,Metro,16991,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,3,5.92,Potato Chips200g,$2.65/100g,"sale
$3.99"
2024-01-01T05:03:44Z,Voila,13451,Original Recipe Kettle Cooked Chips,Miss Vickies,6.43,5.51,59g,$2.6/100g,Rollback
2024-01-01T05:00:39Z,Galleria,18754,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickies,5.88,4.57,275g,$3.91/100g,$3.99
2024-01-01T05:04:42Z,Galleria,13320,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,3.12,3.99,EA,$1.61/100g,$3.99
2024-01-01T05:05:48Z,Galleria,14671,"Miss Vickie's Original Recipe kettle cooked potato chips, 200GM",Miss Vickies,5.82,4.4,200GM,$2.39/100g,2 for $9
2024-01-01T05:02:30Z,Voila,16341,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickie's,5.56,4.2,200g,$2.77/100g,sale
2024-01-01T05:01:52Z,Metro,11553,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,3.76,5.45,200GM,$2.41/100g,"sale
$5.00 MIN 2"
2024-01-01T05:05:31Z,Walmart,14434,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,6.23,6.32,Value Size275g,$2.78/100g,Save now
2024-01-01T05:01:43Z,SaveOnFoods,17354,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,3.29,4.36,275GM,$3.27/100g,SALE
2024-01-01T05:04:03Z,Metro,19451,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,3.19,6.07,200GM,$2.12/100g,$3.99
2024-01-01T05:03:42Z,SaveOnFoods,12576,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickies,3.25,3.39,Value Size275g,$2.85/100g,2 for $11
2024-01-01T05:02:22Z,NoFrills,15636,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,5.32,3.2,Potato Chips200g,$3.23/100g,Out of stock
2024-01-01T05:02:19Z,Loblaws,12245,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,3.6,4.56,275GM,$3.45/100g,2 for $11
2024-01-01T05:02:53Z,Metro,19893,Original Recipe kettle cooked potato chips 275g,Miss Vickies,6.32,6.44,Potato Chips200g,$3.36/100g,sale
2024-01-01T05:02:03Z,Metro,11975,Miss Vickies Original Recipe Chips 200g,Miss Vickie's,6.35,4.41,275g,$3.71/100g,Best seller
2024-01-01T05:02:32Z,Galleria,11460,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,5.51,4.31,Potato Chips200g,$1.72/100g,$4.29
2024-01-01T05:01:25Z,TandT,17012,Original Recipe Kettle Cooked Chips,Miss Vickies,5.46,3.78,Value Size275g,$1.68/100g,$3.99
2024-01-01T05:02:56Z,Metro,15014,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,6.22,3.96,Value Size275g,$1.66/100g,Out of stock
2024-01-01T05:01:13Z,Voila,12025,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,4.16,3.68,59g,$2.71/100g,sale
2024-01-01T05:01:32Z,NoFrills,12894,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,Miss Vickies,3.26,4.64,275GM,$3.52/100g,2 for $11
2024-01-01T05:04:28Z,Metro,10664,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,5.82,6.23,Potato Chips200g,$3.81/100g,"sale
$5.00 MIN 2"
2024-01-01T05:05:25Z,Metro,19065,Original Recipe Kettle Cooked Chips,Miss Vickies,5.5,5.63,275GM,$3.29/100g,2 for $11
2024-01-01T05:04:48Z,Galleria,19247,Original Recipe Kettle Cooked Chips,Miss Vickies,4.79,6.46,200g,$1.92/100g,SALE
2024-01-01T05:00:36Z,SaveOnFoods,11709,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,5.92,6.4,Potato Chips200g,$3.98/100g,Low Stock
2024-01-01T05:01:25Z,Galleria,11924,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,3.36,3.44,200g,$2.07/100g,Low Stock
2024-01-01T05:05:24Z,Walmart,11726,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,3.01,4.76,Value Size275g,$3.92/100g,"sale
$3.99"
2024-01-01T05:01:13Z,Metro,14201,Original Recipe Kettle Cooked Chips,Miss Vickie's,4.37,3.73,Potato Chips200g,$1.66/100g,2 for $9
2024-01-01T05:05:00Z,Galleria,18533,Original Recipe Kettle Cooked Chips,Miss Vickie's,3.79,3.25,Value Size275g,$2.58/100g,2 for $11
2024-01-01T05:02:13Z,Metro,12230,Original Recipe Kettle Cooked Chips,Miss Vickie's,5.23,3.22,275GM,$2.11/100g,sale
2024-01-01T05:01:21Z,NoFrills,15655,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,5.43,3.25,59g,$3.18/100g,"sale
$3.99"
2024-01-01T05:05:40Z,TandT,16932,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,5.1,3.49,59g,$2.14/100g,Out of Stock
2024-01-01T05:05:41Z,Voila,13813,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickies,6.19,4.12,Potato Chips200g,$3.85/100g,sale
2024-01-01T05:05:43Z,Metro,10102,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,4.1,5.76,200g,$2.74/100g,2 for $9
2024-01-01T05:03:33Z,Galleria,19731,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickie's,6.38,3.84,59g,$2.35/100g,Low Stock
2024-01-01T05:00:41Z,NoFrills,17414,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickie's,3.1,4.75,275GM,$2.94/100g,Save now
2024-01-01T05:00:52Z,Loblaws,19626,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,3.29,5.45,200GM,$3.27/100g,Best seller
2024-01-01T05:06:02Z,Loblaws,19414,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,5.73,4.92,59g,$2.27/100g,"sale
$5.00 MIN 2"
2024-01-01T05:04:59Z,Metro,16383,Original Recipe kettle cooked potato chips 200g,Miss Vickies,5.45,5.22,EA,$2.94/100g,Best seller
2024-01-01T05:02:52Z,Voila,17142,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,4.27,6.39,59g,$2.85/100g,sale
2024-01-01T05:02:52Z,Loblaws,13427,Original Recipe kettle cooked potato chips 275g,Miss Vickies,5.52,5.04,275GM,$1.55/100g,Rollback
2024-01-01T05:03:39Z,SaveOnFoods,17806,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickie's,5.91,5.05,275g,$1.98/100g,Out of stock
2024-01-01T05:03:52Z,TandT,15107,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,6.27,4.03,275GM,$2.1/100g,SALE
2024-01-01T05:03:51Z,Galleria,14173,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,4.66,6.15,200GM,$3.03/100g,SCENE+ Buy 1 Earn 150 Points
2024-01-01T05:05:28Z,Loblaws,18813,Original Recipe kettle cooked potato chips 200g,Miss Vickies,3.37,5.21,Value Size275g,$3.72/100g,2 for $9
2024-01-01T05:01:49Z,Voila,15417,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,3.7,5.58,200g,$2.39/100g,"sale
$5.00 MIN 2"
2024-01-01T05:02:43Z,Loblaws,19343,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickies,3.2,6.42,EA,$2.26/100g,Save now
2024-01-01T05:03:50Z,Walmart,17715,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickies,4.97,4.35,Potato Chips200g,$1.68/100g,Low Stock
2024-01-01T05:01:37Z,Metro,19242,Miss Vickies Original Recipe Chips 200g,Miss Vickie's,6.48,4.54,Potato Chips200g,$3.61/100g,sale
2024-01-01T05:00:02Z,Galleria,15506,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,5.6,5.9,Potato Chips200g,$1.82/100g,Best seller
2024-01-01T05:04:32Z,Galleria,12165,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,6.35,3.71,Potato Chips200g,$2.36/100g,SCENE+ Buy 1 Earn 150 Points
2024-01-01T05:04:48Z,SaveOnFoods,15968,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,6.41,3.91,59g,$3.69/100g,2 for $9
2024-01-01T05:05:42Z,Galleria,13615,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,3.22,4.76,Value Size275g,$3.12/100g,2 for $11
2024-01-01T05:02:12Z,Walmart,17543,"Miss Vickies - Original Recipe, Potato Chips, 200 Gram",Miss Vickies,3.08,3.24,200g,$1.61/100g,Low Stock
2024-01-01T05:01:01Z,Metro,11699,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickies,4.98,4.72,275GM,$1.5/100g,Low Stock
2024-01-01T05:03:28Z,Loblaws,13044,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,4.14,3.18,200g,$1.73/100g,$3.99
2024-01-01T05:02:11Z,NoFrills,18860,MISS VICKIE`S ORIGINAL 200G,Miss Vickie's,3.98,5.67,59g,$1.73/100g,Save now
2024-01-01T05:02:51Z,NoFrills,13977,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,3.66,5.62,275g,$3.09/100g,Out of Stock
2024-01-01T05:04:26Z,Metro,13964,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,6.35,3.26,200g,$3.81/100g,Out of stock
2024-01-01T05:00:19Z,Voila,16861,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,5.74,4.09,Value Size275g,$3.27/100g,Rollback
2024-01-01T05:04:09Z,Voila,10316,"Miss Vickie's Original Recipe kettle cooked potato chips, 200GM",Miss Vickies,4.66,3.43,Value Size275g,$3.73/100g,Low Stock
2024-01-01T05:05:28Z,TandT,14205,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,5.01,5.83,200GM,$3.64/100g,$4.29
2024-01-01T05:03:13Z,Voila,16412,Miss Vickies Original Recipe Chips 200g,Miss Vickies,4.85,5.38,275g,$2.65/100g,sale
2024-01-01T05:02:36Z,Metro,10302,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,4.75,3.83,200g,$3.12/100g,Best seller
2024-01-01T05:04:18Z,Loblaws,14860,Original Recipe Kettle Cooked Chips,Miss Vickie's,5.19,4.25,Potato Chips200g,$3.19/100g,Best seller
2024-01-01T05:01:42Z,TandT,11164,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,4.45,5.13,EA,$3.16/100g,Rollback
2024-01-01T05:03:34Z,Metro,15532,"Miss Vickie's Original Recipe kettle cooked potato chips, 200GM",Miss Vickie's,4.34,3.85,Potato Chips200g,$2.72/100g,"sale
$5.00 MIN 2"
2024-01-01T05:03:14Z,TandT,14068,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,3.77,4.29,200g,$3.9/100g,Rollback
2024-01-01T05:01:30Z,Galleria,12998,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,6.38,4.53,275GM,$3.86/100g,SALE
2024-01-01T05:01:53Z,Walmart,12390,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,5.2,3.19,275g,$3.91/100g,Best seller
2024-01-01T05:02:39Z,NoFrills,10572,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,5.56,4.79,Potato Chips200g,$2.84/100g,2 for $9
2024-01-01T05:02:38Z,TandT,18152,Miss Vickies Original Recipe Chips 200g,Miss Vickies,6.39,4.37,200g,$3.39/100g,$3.99
2024-01-01T05:02:07Z,Metro,19060,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,5.18,5.65,200g,$2.23/100g,sale
2024-01-01T05:05:04Z,Metro,10453,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,3.42,4.05,200g,$3.91/100g,Rollback
2024-01-01T05:04:46Z,Walmart,15259,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickies,5.81,5.39,59g,$1.57/100g,sale
2024-01-01T05:01:22Z,NoFrills,13410,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,3.84,3.98,200g,$2.58/100g,Best seller
2024-01-01T05:00:39Z,Walmart,12167,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,3.31,4.43,59g,$3.9/100g,SALE
2024-01-01T05:00:30Z,Walmart,13600,MISS VICKIE`S ORIGINAL 200G,Miss Vickies,3.79,4.37,200GM,$2.73/100g,SALE
2024-01-01T05:00:03Z,Voila,12273,"Miss Vickie's Original Recipe kettle cooked potato chips, 200GM",Miss Vickies,5.61,4.17,200g,$1.8/100g,2 for $9
2024-01-01T05:04:10Z,SaveOnFoods,13512,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 275 g,Miss Vickies,3.71,5.5,Potato Chips200g,$3.7/100g,Low Stock
2024-01-01T05:03:32Z,SaveOnFoods,15720,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickie's,5.94,3.94,200g,$2.02/100g,Out of stock
2024-01-01T05:00:42Z,Metro,10417,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,6.13,3.89,200GM,$3.17/100g,Best seller
2024-01-01T05:01:03Z,NoFrills,13074,Original Recipe kettle cooked potato chips 275g,Miss Vickies,3.44,4.39,Potato Chips200g,$3.29/100g,"sale
$5.00 MIN 2"
2024-01-01T05:04:26Z,NoFrills,16500,Original Recipe Kettle Cooked Chips,Miss Vickies,6.02,3.07,275g,$3.93/100g,Out of stock
2024-01-01T05:00:17Z,Metro,15749,"Miss Vickies - Original Recipe Potato Chips, Value Size, 275 Gram",Miss Vickies,3.78,6.48,59g,$3.73/100g,Rollback
2024-01-01T05:01:59Z,NoFrills,19702,Original Recipe Kettle Cooked Potato Chips,Miss Vickie's,5.57,4.15,59g,$3.14/100g,$4.29
2024-01-01T05:05:01Z,Galleria,19486,Original Recipe kettle cooked potato chips 200g,Miss Vickie's,4.15,4.89,200GM,$2/100g,Out of Stock
2024-01-01T05:03:24Z,Galleria,13444,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,6.01,5.62,200GM,$2.07/100g,2 for $11
2024-01-01T05:02:56Z,SaveOnFoods,13165,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,4.6,5.53,Value Size275g,$2.58/100g,"sale
$5.00 MIN 2"
2024-01-01T05:01:00Z,Metro,10994,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickies,3.84,3.13,275g,$2.71/100g,2 for $11
2024-01-01T05:00:31Z,Voila,19596,Original Recipe Kettle Cooked Potato Chips,Miss Vickies,4.23,5,275GM,$2.76/100g,"sale
$3.99"
2024-01-01T05:04:11Z,SaveOnFoods,17015,"Miss Vickie's Original Recipe kettle cooked potato chips, 275GM",Miss Vickie's,3.28,4.32,200GM,$2.02/100g,Rollback
2024-01-01T05:01:57Z,Voila,17041,Original Recipe Kettle Cooked Chips,Miss Vickie's,4.98,4.73,275g,$3.92/100g,Out of stock
2024-01-01T05:04:51Z,TandT,13120,"Original Recipe Kettle Cooked Chips, Value Pack",Miss Vickie's,6.13,5.43,Potato Chips200g,$3.97/100g,Rollback
2024-01-01T05:00:54Z,Loblaws,19972,Original Recipe Kettle Cooked Chips,Miss Vickies,3.99,4.3,EA,$1.62/100g,"sale
$5.00 MIN 2"
2024-01-01T05:03:04Z,Galleria,11249,Miss Vickies Original Recipe Chips 200g,Miss Vickies,3.39,6.07,EA,$1.71/100g,$3.99
2024-01-01T05:05:08Z,Walmart,16769,Original Recipe kettle cooked potato chips 275g,Miss Vickie's,5.5,4.67,275GM,$3.53/100g,Best seller
