nowtime,vendor,product_id,product_name,brand,current_price,old_price,units,price_per_unit,other
2024-06-15 13:25:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-06-16 11:19:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-06-17 11:47:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-06-18 08:28:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-06-19 09:45:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-06-20 12:43:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-21 16:26:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-22 12:00:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-24 10:32:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-25 11:03:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-26 10:47:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-27 10:48:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-28 12:15:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-29 11:37:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-06-30 11:12:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-01 11:23:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-02 11:27:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-03 18:47:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-04 09:40:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-05 10:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-06 12:01:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-07 12:41:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-08 11:21:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-10 09:37:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-11 10:39:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-12 09:41:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-13 10:39:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-14 12:19:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-15 14:06:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-16 10:56:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-17 12:27:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-18 11:05:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-19 11:28:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-20 13:17:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-21 11:47:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-22 11:21:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-24 11:20:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-27 12:24:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-28 11:21:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-29 10:24:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-30 09:51:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-07-31 09:44:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-01 08:52:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-02 12:14:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-04 12:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-05 12:41:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-06 11:50:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-07 10:06:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.00,5.49,200g,$2.00/100g,SALE
2024-08-08 14:39:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-09 14:09:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-10 12:33:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-11 13:27:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-12 11:38:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-13 10:07:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-14 11:30:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-15 10:18:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-16 10:22:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-17 10:53:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-18 12:24:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-19 10:17:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-20 11:22:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-21 09:55:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-22 11:43:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-23 11:48:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-24 12:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-25 12:00:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-26 11:26:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-28 10:47:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-08-29 09:36:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-30 10:55:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-08-31 13:19:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-01 12:28:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-02 12:06:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-03 14:50:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-04 11:27:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-05 11:44:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-06 14:10:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-07 10:37:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-08 11:24:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-09 14:22:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-10 09:54:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-11 10:54:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-12 11:42:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-13 11:00:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-14 11:44:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-15 15:01:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-16 13:03:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-17 12:00:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-18 11:29:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,
2024-09-19 11:46:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-20 11:18:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-21 10:59:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-22 10:53:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-23 09:37:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-24 11:12:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-25 10:51:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-09-26 11:22:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-27 11:39:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-28 12:15:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-29 11:24:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-09-30 11:29:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-01 12:03:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-02 09:57:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-03 10:06:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-04 10:43:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-05 12:22:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-06 13:14:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-07 10:43:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-08 11:53:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-09 10:08:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-10 10:15:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-11 11:02:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-12 11:40:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-13 11:10:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-14 12:10:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-16 10:57:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-18 13:09:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-19 11:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-20 17:49:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-21 10:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-22 10:21:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-23 11:43:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,4.50,5.49,200g,$2.25/100g,SALE
2024-10-24 10:18:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-25 11:25:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
2024-10-26 12:04:00,Voila,719138,Miss Vickie's Kettle Cooked Potato Chips Original Recipe 200 g,,5.49,,200g,$2.75/100g,SCENE+ Buy 1 Earn 150 Points
